Sr. No.,Product ID,Product Name,Brand,Main Images,Sub Images,PFL Images,White Background Images,Lifestyle Images,Certificate Images,Giftbox Images,Diecut Images,A+ Content Images,Ads Images,Unedited Images,PFL Generated Images
200,6294009926643,"RoyalFord RF4126FP Non-stick Fry Pan Set With Slotted Turner, 2pieces",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
201,6294009926759,"Royalford RF4127 Stainless Steel Fruit Knife Set, 12pieces",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
202,6294009926742,"Royalford RF4137 Stainless Steel Fruit Knife Set, 12pieces",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
203,6294009926766,"Royalford RF4138 TS Table Spoon Set, 3pieces",Royalford,1,0,0,0,0,0,0,1,0,0,0,0
204,6294009926810,RoyalFord RF4139 LS Plastic Lemon Squeezer,Royalford,1,0,0,0,0,0,0,0,0,0,0,0
205,6294009902173,"RoyalFord RF413APB Oblong Airproof Container, 2.6L",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
206,6294009902180,"RoyalFord RF414APB Oblong Airproof Container, 1L",Royalford,1,0,1,0,0,0,0,0,0,0,0,0
207,6294009902197,"RoyalFord RF415APB Oblong Airproof Container, 350ml",Royalford,1,0,1,0,0,0,0,0,0,0,0,0
208,6294009927299,"Royalford RF4191 Knife Set, 5pieces",Royalford,1,1,0,0,0,0,1,0,0,0,0,0
209,6294009927305,Royalford RF4192 Stainless Steel Grater,Royalford,1,0,0,0,0,0,0,0,0,0,0,0
210,6294009927312,Royalford RF4193 Water Jug with Glasses,Royalford,1,1,0,0,1,0,0,0,0,0,0,0
211,6294009902234,"RoyalFord RF419APB Round Airproof Container, 300ml",Royalford,1,1,1,0,0,0,0,0,0,0,0,0
212,6294009927763,RoyalFord RF4238 360 Spin Easy Mop with Dehydration Bucket,Royalford,1,1,1,0,1,0,0,1,0,1,0,0
213,6294009928050,"Royalford RF4269 Glass Tumbler Set, 6pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
214,6294009928449,"Royalford RF4306 New Bone China Cup & Saucer Set, 12pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
215,6294009928456,"Royalford RF4307 New Bone China Cup & Saucer Set, 12pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
216,6294009928470,"Royalford RF4309 New Bone China Cup & Saucer Set, 12pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
217,6294009928487,"Royalford RF4310 New Bone China Cup & Saucer Set, 6pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
218,6294009928753,Royalford RF4337 Stainless Steel Wine Opener,Royalford,1,1,1,0,0,0,0,0,0,0,0,0
219,6294009928760,RoyalFord RF4338 Garlic Presser with Gripped Handle,Royalford,1,0,0,0,0,0,0,0,0,0,0,0
220,6294009929118,Royalford RF4373 3-Layer Dish Rack With Cutlery Holder,Royalford,1,1,1,0,0,0,0,0,0,0,0,0
221,6294009929125,Royalford RF4374 3-Layer Corner Kitchen Rack,Royalford,1,1,1,0,0,0,0,0,0,0,0,0
222,6294009929132,Royalford RF4375 3-Layer Corner Kitchen Rack,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
223,6294009930152,Royalford RF4477 Plastic Broom with Dustpan Set,Royalford,1,0,0,0,0,0,0,0,0,0,0,0
224,6294009930251,"Royalford RF4487 Melamine White Pearl Dinner Plate, 10",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
225,6294009930275,"Royalford RF4489 Melamine White Pearl Dinner Plate, 8",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
226,6294009930282,"Royalford RF4490 Melamine White Pearl Deep Plate, 10",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
227,6294009930299,"Royalford RF4491 Melamine White Pearl Deep Plate, 8",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
228,6294009930305,"Royalford RF4492 Melamine White Pearl Bowl, 9",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
229,6294009930312,"Royalford RF4493 Melamine White Pearl Bowl, 6",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
230,6294009930329,"Royalford RF4494 Melamine White Pearl Bowl, 5",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
231,6294009930336,"Royalford RF4495 Melamine White Pearl Oval Plate, 16",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
232,6294009930343,"Royalford RF4496 Melamine White Pearl Oval Plate, 14",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
233,6294009930626,"Royalford RF4525 Opal Spin White Dinner Plate, 10.5",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
234,6294009931791,Royalford RF4642 Zinc Alloy T-Peeler,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
235,6294009931814,Royalford RF4644 Zinc Alloy Y-Peeler,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
236,6294009932118,Royalford RF4673 Double Layer Lunch Box,Royalford,1,1,0,0,0,0,0,0,0,0,0,0
237,6294009932422,"RoyalFord RF4704 Metal Hanger, 4hooks",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
238,6294009932439,"RoyalFord RF4705 Metal Hanger, 6hooks",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
239,6294009933832,"Royalford RF4845 Glass Frosty Mug with Cap, 300ml",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
240,6294009933863,"RoyalFord RF4848 SS Rosele Wilkins Sponge Scrubber Set, 10pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
241,6294009933900,"RoyalFord RF4852 SS  Sponge Scrubber Set, 2pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
242,6294009933986,"RoyalFord RF4860 SS Rosele Wilkins Sponge Scrubber Set, 5pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
243,6294009934228,Royalford RF4884 Broom with Handle,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
244,6294009934235,Royalford RF4885 Hard Broom with Handle,Royalford,1,1,0,0,0,0,0,0,0,0,0,0
245,6294009902777,RoyalFord RF490S Stainless Steel Scissors,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
246,6294009902784,RoyalFord RF491S Stainless Steel Scissors,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
247,6294009905969,"Royalford RF492NCS7 Non-stick Cookware Set, 7pieces",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
248,6294009934846,"Royalford RF4946 Stainless Steel Vacuum Bottle, 350ml",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
249,6294009934853,"Royalford RF4947 Stainless Steel Vacuum Bottle, 750ml",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
250,6294009934860,"Royalford RF4948 Stainless Steel Vacuum Bottle, 1000ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
251,6294009934884,Royalford RF4950 Aluminium Cloth Dryer,Royalford,1,1,0,0,0,0,0,1,0,0,0,0
252,6294009934907,"Royalford RF4952 Aluminum Appam Pan with Lid, 22cm",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
253,6294009935263,"Royalford RF4988 Stainless Steel Fruit Knife Set, 12pieces",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
254,6294009935379,"Royalford RF4999 Non-stick Cookware Set, 8pieces",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
255,6294009935386,Royalford RF5000 Metal Cloth Dryer,Royalford,0,1,0,0,0,0,0,1,0,0,0,0
256,6294009935393,Royalford RF5000 Metal Cloth Dryer,Royalford,1,1,0,0,0,0,0,1,0,0,0,0
257,6294009935522,"Royalford RF5014 Double Layer Steamer, 30cm",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
258,6294009935645,"Royalford RF5026 Stainless Steel Travel Mug, 350ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
259,6294009935737,"Royalford RF5035 Opal Dinner Set, 40pieces",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
260,6294009935744,"Royalford RF8312 Mother of Pearl  Dinner Set, 40pieces",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
261,6294009935980,"RoyalFord RF5060 Ceramic Measuring Tool Set, 4pieces",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
262,6294009935997,"RoyalFord RF5061 Ceramic Measuring Tool Set, 4pieces",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
263,6294009936000,"Royalford RF5062 Melamine Flower Carnival Handle Tray, 15",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
264,6294009936017,"Royalford RF5063 Melamine Flower Carnival Handle Tray, 17.5",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
265,6294009936024,"Royalford RF5064 Melamine White Pearl Handle Tray, 15",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
266,6294009936031,"Royalford RF5065 Melamine White Pearl Handle Tray, 17.5",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
267,6294009936277,"Royalford RF5089 Melamine White Pearl Bowl, 3.5",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
268,6294009936284,"Royalford RF5090 Melamine White Pearl Bowl, 4.5",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
269,6294009936307,"Royalford RF5092 Melamine Casserole with Lid, 10.5",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
270,6294009936406,"Royalford RF5102 Melamine Ware Rice Bowl, 3.5",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
271,6294009936512,RoyalFord RF5113 Bamboo Skimmer,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
272,6294009936529,RoyalFord RF5114 Bamboo Spaghetti Server,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
273,6294009936611,"Royalford RF5123 Stainless Steel Cookware Set, 7pieces",Royalford,1,1,0,0,0,0,0,1,0,0,0,0
274,6294009936628,"Royalford RF5124 Stainless Steel Cooking Set, 12piece Set",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
275,6294009936642,"Royalford RF5126 Stainless Steel Pedal Bin, 7L",Royalford,1,1,1,0,0,0,0,0,0,0,0,0
276,6294009936659,"Royalford RF5127 Stainless Steel Pedal Bin, 12L",Royalford,1,1,1,0,0,0,0,0,0,0,0,0
277,6294009936666,"Royalford RF5128 Stainless Steel Pedal Bin, 20L",Royalford,1,1,1,0,0,0,1,0,0,0,0,0
278,6294009936673,"Royalford RF5129 Travel Mug, 14oz",Royalford,1,1,0,0,0,0,0,1,0,0,0,0
279,6294009936680,"Royalford RF5130 Travel Mug, 14oz",Royalford,1,1,0,0,0,0,0,1,0,0,0,0
280,6294009936697,"Royalford RF5131 Travel Mug, 14oz",Royalford,1,1,0,0,0,0,0,1,0,0,0,0
281,6294009936710,"Royalford RF5133 Travel Mug, 16oz",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
282,6294009937601,"Royalford RF5222 Water Bottle, 750ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
283,6294009937618,"Royalford RF5223 Water Bottle, 750ml",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
284,6294009937625,"Royalford RF5224 Water Bottle, 750ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
285,6294009937632,"Royalford RF5225 Water Bottle, 550ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
286,6294009937748,Royalford RF5236 Metal Ashtray with Printed Color,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
287,6294009937755,Royalford RF5237 Metal Ashtray with Plain Color,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
288,6294009938264,"Royalford RF5288 Vacuum Flask, 1L",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
289,6294009938271,"Royalford RF5289 Vacuum Flask, 1.3L",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
290,6294009938288,"Royalford RF5290 Vacuum Flask, 1.6L",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
291,6294009938295,"Royalford RF5291 Vacuum Flask, 1.9L",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
292,6294009938714,"RoyalFord RF5331 Non-stick Tawa, 32cm",Royalford,1,1,0,0,0,0,1,1,0,0,0,0
293,6294009938721,"RoyalFord RF5332 Non-stick Dosa Tawa, 28cm",Royalford,1,0,0,0,0,0,0,1,0,0,0,0
294,6294009938967,"Royalford RF5356 Plastic Transparent Table Roll, 30m",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
295,6294009939278,"Royalford RF5387 Stainless Steel Utility Knife Set, 3pieces",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
296,6294009939384,"RoyalFord RF5358 Rectangular Roaster Tin Set, 3pieces",Royalford,1,1,1,0,1,0,0,0,0,0,0,0
297,6294009939407,"RoyalFord RF5400 Stainless Steel Spring-Form Baking Tray Set, 3pieces",Royalford,1,1,1,0,1,0,0,0,0,0,0,0
298,6294009939421,"RoyalFord RF5402 Stainless Steel Strainer Basket, 20cm",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
299,6294009939438,"RoyalFord RF5403 Stainless Steel Strainer Basket, 22cm",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
300,6294009939650,"Royalford RF5435 Deluxe Folding Cloth Dryer, 2m",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
301,6294009940557,"Royalford RF5515 Non-stick Double Grill Pan, 32cm",Royalford,1,1,1,0,0,0,1,0,0,0,0,0
302,6294009941967,"RoyalFord RF5656 Acrylic Cup With Lid, 350ml",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
303,6294009942186,"Royalford RF5678 Opal Romantic Dinner Plate, 10.5",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
304,6294009942193,"Royalford RF5679 Opal Romantic Dinner Plate, 9.5",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
305,6294009942209,"Royalford RF5680 Opal Romantic Soup Plate, 9",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
306,6294009942216,"Royalford RF5681 Opal Romantic Soup Plate, 7.5",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
307,6294009942223,"Royalford RF5682 Opal Romantic Dinner Plate, 7.5",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
308,6294009942230,"Royalford RF5683 Opal Romantic Oval Plate, 14",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
309,6294009942247,"Royalford RF5684 Opal Romantic Soup Bowl, 10",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
310,6294009942254,"Royalford RF5685 Opal Romantic Soup Bowl, 8",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
311,6294009942261,"Royalford RF5686 Opal Romantic Soup Bowl, 5",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
312,6294009942650,"Royalford RF5725 New Bone China Square Cup & Saucer Set, 12pieces",Royalford,1,1,0,0,1,0,1,0,0,0,0,0
313,6294009942667,"Royalford RF5726 New Bone China Square Cup & Saucer Set, 12pieces",Royalford,1,1,0,0,1,0,1,0,0,0,0,0
314,6294009942681,"Royalford RF5728 New Bone China Square Cup & Saucer Set, 12pieces",Royalford,1,1,0,0,1,0,1,0,0,0,0,0
315,6294009942926,"Royalford RF5752 Vacuum Flask, 1L",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
316,6294009942940,"Royalford RF5754 Vacuum Flask, 1.6L",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
317,6294009942957,"Royalford RF5755 Vacuum Flask, 1.9L",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
318,6294009943084,"Royalford RF5768 Stainless Steel Vacuum Bottle, 350ml",Royalford,0,0,0,0,0,0,0,1,0,0,0,0
319,6294009943091,"Royalford RF5769 Stainless Steel Vacuum Bottle, 500ml",Royalford,0,0,0,0,0,0,0,1,0,0,0,0
320,6294009943107,"Royalford RF5770 Stainless Steel Vacuum Bottle, 750ml",Royalford,0,0,0,0,0,0,0,1,0,0,0,0
321,6294009943213,"RoyalFord RF5781 Die-Cast Aluminum Pan Cake Maker, 32cm",Royalford,1,1,1,0,0,0,1,1,0,0,0,0
322,6294009943404,"RoyalFord RF5800 Non-stick Super Flat Tawa, 32cm",Royalford,1,1,0,0,0,0,0,0,0,0,1,0
323,6294009943411,"Royalford RF5801 Aluminium Pressure Cooker, 3L",Royalford,1,0,0,0,0,0,0,1,0,0,0,0
324,6294009943428,"Royalford RF5802 Aluminium Pressure Cooker, 5L",Royalford,1,0,0,0,0,0,0,1,0,0,0,0
325,6294009943435,"Royalford RF5803 Aluminium Pressure Cooker, 7.5L",Royalford,1,0,0,0,0,0,0,1,0,0,0,0
326,6294009943664,RoyalFord RF5826 Cotton String Mop with Plastic Handle,Royalford,1,1,0,0,0,0,0,0,0,0,0,0
327,6294009943688,RoyalFord RF5828 Sponge Roller Mop with Metal Handle,Royalford,1,0,0,0,0,0,0,0,0,0,0,0
328,6294009943695,RoyalFord RF5829 Cotton String Mop with Plastic Handle,Royalford,1,1,0,0,0,0,0,0,0,0,1,0
329,6294009943725,RoyalFord RF5832 Broom With Steel Handle,Royalford,1,0,0,0,0,0,0,0,0,0,0,0
330,6294009943794,RoyalFord RF5839 Stainless Steel Kitchen Scissors,Royalford,1,1,0,0,0,0,1,1,0,0,0,0
331,6294009943978,"Royalford RF5857 Non-stick Cookware Set, 16pieces",Royalford,1,1,0,0,0,0,0,1,0,0,0,0
332,6294009943985,"Royalford RF5858 Non-stick Cookware Set, 12pieces",Royalford,1,0,1,0,0,0,0,1,0,0,0,0
333,6294009944173,"Royalford RF5877 Fruit Knives Set, 12peices",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
334,6294009944265,"Royalford RF5886 Glass Cup, 150ml",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
335,6294009944302,"RoyalFord RF5890 Airproof Box, 500ml",Royalford,1,0,1,0,0,0,0,0,0,0,0,0
336,6294009944319,"RoyalFord RF5891 Airproof Box, 800ml",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
337,6294009944326,"RoyalFord RF5892 Airproof Box, 1.1L",Royalford,1,1,1,0,0,0,0,0,0,0,0,0
338,6294009944692,"Royalford RF5929 Aluminium Pressure Cooker, 10L",Royalford,1,0,0,0,0,0,0,1,0,0,0,0
339,6294009944753,"Royalford RF5935 Stone Ware Coffee Mug, 9oz",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
340,6294009944760,"Royalford RF5937 Stone Ware Coffee Mug, 9oz",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
341,6294009944784,"Royalford RF5938 Porcelain Coffee Mug, 9oz",Royalford,1,1,0,0,0,0,0,0,0,0,1,0
342,6294009945224,"Royalford RF5982 Kitchen Tool Set, 9pieces",Royalford,1,0,0,0,0,0,0,1,0,0,0,0
343,6294009945583,"Royalford RF6018 Porcelain Round Dinner Set, 49pieces",Royalford,1,0,0,0,0,0,0,1,0,0,0,0
344,6294009946214,"RoyalFord RF6081 Non-stick Pan Cake Maker, 28cm",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
345,6294009946221,"Royalford RF6082 Non-stick Cookware Set, 8pieces",Royalford,1,1,1,0,0,0,1,1,0,0,0,0
346,6294009946481,RoyalFord RF6018 Bamboo Grinding Bowl,Royalford,1,1,0,0,0,0,0,0,0,0,0,0
347,6294009946535,Royalford RF6113 Stainless Steel Y-Peeler,Royalford,1,1,1,0,1,0,0,0,0,1,0,0
348,6294009946870,"Royalford RF6147 Stainless Steel Vacuum Sports Bottle, 500ml",Royalford,0,0,0,0,0,0,0,1,0,0,1,0
349,6294009946887,"Royalford RF6148 Stainless Steel Thermos Bottle, 500ml",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
350,6294009946894,"Royalford RF6149 Stainless Steel Thermos Bottle, 500ml",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
351,6294009946948,"Royalford RF6154 Travel Mug, 14oz",Royalford,1,1,0,0,0,0,0,1,0,0,0,0
352,6294009946986,"RoyalFord RF6158 Acrylic Glass,  410ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
353,6294009947068,RoyalFord RF6166 Transparent Acrylic Glass with Straw,Royalford,1,1,0,0,0,0,0,0,0,0,0,0
354,6294009947075,RoyalFord RF6167 Transparent Acrylic Glass with Straw,Royalford,1,0,0,0,0,0,0,0,0,0,1,0
355,6294009947266,"Royalford RF6186 Stainless Steel Stove Top Tea Kettle, 2L",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
356,6294009947471,RoyalFord RF6207 Acrylic Water Cup With Handle,Royalford,1,1,0,0,0,0,0,0,0,0,0,0
357,6294009947877,"RoyalFord RF6247 Airtight Container, 400ml",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
358,6294009947884,"RoyalFord RF6248 Airtight Container, 600ml",Royalford,1,0,1,0,0,0,0,1,0,0,0,0
359,6294009947891,"RoyalFord RF6249 Airtight Container, 1L",Royalford,1,0,1,0,0,0,0,1,0,0,0,0
360,6294009948164,"Royalford RF6276 Vacuum Flask, 2.5L",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
361,6294009948171,"Royalford RF6277 Vacuum Flask, 3L",Royalford,1,1,1,0,0,0,0,1,0,0,0,0
362,6294009948201,RoyalFord RF6280 Mini Water Dispenser,Royalford,0,0,0,0,0,0,0,1,0,0,1,0
363,6294009948331,"RoyalFord RF6293 Cawa Cups, 12pieces",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
364,6294009948423,Royalford RF6302 Stainless Steel Triangle Peeler,Royalford,1,1,0,0,0,0,1,1,0,0,0,0
365,6294009948430,Royalford RF6303 Stainless Steel Asparagus Peeler,Royalford,1,1,0,0,0,0,1,1,0,0,0,0
366,6294009948461,RoyalFord RF6306 Marinating Brush with Gripped Handle,Royalford,1,0,0,0,0,0,0,1,0,0,0,0
367,6294009948508,RoyalFord RF6306 Double Pizza Cutter with Aluminium Handle,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
368,6294009948515,RoyalFord RF6311 Stainless Steel Cake Turner,Royalford,1,1,0,0,0,0,1,1,0,0,0,0
369,6294009948553,RoyalFord RF6315 Stainless Steel Whisk,Royalford,1,1,0,0,0,0,1,0,0,0,0,0
370,6294009948584,Royalford RF6318 Stainless Steel Garlic Press with Handle,Royalford,1,1,0,0,0,0,1,0,0,0,0,0
371,6294009948591,RoyalFord RF6319 Stainless Steel Kitchen Scissors,Royalford,1,1,0,0,0,0,1,1,0,0,0,0
372,6294009949581,"Royalford RF6418 Water Bottle, 750ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
373,6294009949598,"Royalford RF6419 Water Bottle, 600ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
374,6294009949604,"Royalford RF6420 Water Bottle, 350ml",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
375,6294009949611,"Royalford RF6421 Water Bottle, 630ml",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
376,6294009949628,"Royalford RF6422 Water Bottle, 850ml",Royalford,0,0,0,0,0,0,0,0,0,0,1,0
377,6294009949635,"Royalford RF6423 Water Bottle, 600ml",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
378,6294009949659,"Royalford RF6425 Water Bottle, 600ml",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
379,6294009949673,"Royalford RF6427 Water Bottle, 500ml",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
380,6294009949840,"Royalford RF6444 Ceramic Cooking Pot with Glass Lid, 32cm",Royalford,1,0,0,0,0,0,1,1,0,0,0,0
381,6294020000803,"Royalford RF6540 Aluminium Pressure Cooker, 3L",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
382,6294020000810,"Royalford RF6541 Aluminium Pressure Cooker, 5L",Royalford,1,0,0,1,0,0,0,0,0,0,0,0
383,6294020001763,"Royalford RF6605 Stainless Steel Vacuum Bottle, 450ml",Royalford,1,0,1,0,0,0,0,0,0,0,0,0
384,6294020001770,"Royalford RF6606 Stainless Steel Vacuum Bottle, 720ml",Royalford,1,0,1,0,0,0,0,0,0,0,0,0
385,6294020001787,"Royalford RF6607 Stainless Steel Vacuum Bottle, 320ml",Royalford,1,0,1,0,0,0,0,0,0,0,0,0
386,6294020001909,"Royalford RF6619 Non-stick Double Grill  Pan, 36cm",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
387,6294020001916,"Royalford RF6620 Non-stick Double Grill  Pan, 40cm",Royalford,1,1,1,0,1,0,0,0,0,0,0,0
388,6294020002043,"RoyalFord RF6633 Non-stick Round Baking Tray, 28cm",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
389,6294020002050,"RoyalFord RF6634 Non-stick Round Baking Tray, 32cm",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
390,6294020002067,"RoyalFord RF6635 Non-stick Round Baking Tray, 36cm",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
391,6294020002074,"RoyalFord RF6636 Non-stick Coffee Warmer, 8.5cm",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
392,6294020002081,"RoyalFord RF6637 Non-stick Coffee Warmer, 9.5cm",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
393,6294020002098,"RoyalFord RF6638 Non-stick Coffee Warmer, 10.5cm",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
394,6294020002890,"Royalford RF6718 Melamine Dinner Set, 45pieces",Royalford,1,1,1,0,0,0,0,0,0,0,0,0
395,6294020002906,"Royalford RF6719 Melamine Dinner Set, 45pieces",Royalford,1,0,1,0,1,0,0,0,0,0,0,0
396,6294020002913,"Royalford RF6720 Dinner Set, 40pieces",Royalford,1,0,1,0,1,0,0,1,0,0,0,0
397,6294020002920,"Royalford RF6721 Dinner Set, 40pieces",Royalford,1,0,1,0,1,0,0,1,0,0,0,0
398,6294020002937,"Royalford RF6722 Dinner Set, 27pieces",Royalford,1,0,1,0,0,0,0,0,0,0,0,0
399,6294020002944,"Royalford RF6723 Dinner Set, 27pieces",Royalford,1,1,1,0,0,0,0,0,0,0,0,0
400,6294020003040,"Royalford RF6733 Melamine Plate, 10.5",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
401,6294020003057,"Royalford RF6734 Melamine Plate, 10.5",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
402,6294020003415,"Royalford RF6770 Stainless Steel Whistling Kettle, 1L",Royalford,1,1,1,0,0,0,1,0,0,0,0,0
403,6294020003484,"Royalford RF6777 Glass Tumbler Set, 6pieces",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
404,6294020003514,"Royalford RF6780 Glass Mug Set, 3pieces",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
405,6294020003538,"Royalford RF6782 Glass Cocktail Tumbler Set, 6pieces",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
406,6294020003798,"Royalford RF5036 Lyra Square Dinner Set, 96pieces",Royalford,0,0,0,0,0,0,0,0,0,0,0,0
407,6294020003804,"Royalford RF6809 Lyra Square Dinner Set, 96pieces",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
408,6294020004566,RoyalFord RF6885 Acrylic Water Jug With Handle,Royalford,1,1,0,0,0,0,0,1,0,0,0,0
409,6294020004580,"RoyalFord RF6887 Acrylic Transparent Jug,  2L",Royalford,1,1,0,0,0,0,0,0,0,0,0,0
410,6294020004597,RoyalFord RF6888 Acrylic Glass,Royalford,1,0,0,0,0,0,0,0,0,0,0,0
411,6294020004603,RoyalFord RF6889 Acrylic Glass with Crystal Base,Royalford,0,0,0,0,0,0,0,0,0,0,0,0
412,6294020004610,RoyalFord RF6890 Acrylic Glass with Crystal Base,Royalford,1,0,0,0,0,0,0,0,0,0,0,0
413,6294020004658,"Royalford RF6894 Steel Vacuum Flask, 1L",Royalford,1,0,0,0,0,0,0,0,0,0,0,0
