Seller SKU,Manufacturer Part Number,Brand Name,Item Name,Bullet points,Product Description,Search Terms,Barcode
OMK2231,OMK2231,Olsenmark,Olsenmark OMK2231 Stainless Steel Single Gas Burner,"• 0.4mm stainless Steel bottom 
 • 90mm India Brass Burner Cap 
 • Cast iron Burner 
 • Four Feet Positioning Enamel Grate 
 • Auto Ignition 
 • Electroplate Iron Inlet Pipe 
 • Stainless steel and brass burner 
 • Power: 28-30MBar, 4.5kw (389.3g/h) 
 • Light black knob",Olsenmark OMK2231 Stainless Steel Single Gas Burner,"Gas Cooker, Olsenmark Gas Cooker, Best Gas Cooker, Cooking, Cooker,Double Gas Burner, Gas Burner,Tempered Glass Double Gas Burner,Tempered Glass Gas Burner,Tempered Glass Double Gas Cooker,Tempered Glass Gas Cooker",
OMK2233,OMK2233,Olsenmark,"Olsenmark OMK2233 Electric Kettle, 1.8L","• Concealed Heating Elements
 • Stainless steel Housing
 • Over-heating safety protection
 • Safe and easy cleaning
 • Dry boil resistance
 • Auto Power Cut off
 • AC: 220 -240V 50/60Hz 1850W","Olsenmark OMK2233 Electric Kettle, 1.8L","kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2247,OMK2247,Olsenmark,Olsenmark OMK2247 Electric Kettle,"• 360° Cordless Jug-Kettle 
 • Product Weight: 0.925Kg
 • Concealed Stainless Steel Heating Element 
 • Boil-Dry Protection 
 • Removable & Washable Filter 
 • Double Water Window 
 • Automatically Turns Off When Water Boils 
 • Power: Ac 220-240V 50/60Hz 1850-2200W",Olsenmark OMK2247 Electric Kettle,"kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2253,OMK2253,Olsenmark,"Olsenmark OMK2253 Electric Kettle, 1.0L","• Double sensor control 
 • SUS201 matt finish 
 • BS plug 
 • Power cord 3 x 0.75mm2 x 85cm (whole length) 
 • Outside length 70 cm 
 • Concealed heating element, 
 • 360 degree rotation 
 • Automatic power-off when water boils and when dry boil 
 • CB certification 
 • AC 220-240V 50/60Hz 1850-2200W","Olsenmark OMK2253 Electric Kettle, 1.0L","kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2259,OMK2259,Olsenmark,Olsenmark OMK2259 Electric Kettle,"• 360° Rotational Stainless Steel Kettle
 • Stainless Steel Body
 • Manual-Open Lid
 • Automatically turns off when water boils
 • On/off switch with light indicator
 • Boil-dry protection
 • Power : 220-240V 50/60Hz -1500W
 • AC Adapter: 300 -500V,3G0.75mm",Olsenmark OMK2259 Electric Kettle,"kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2282_Blue,OMK2282,Olsenmark,Olsenmark OMK2282_Blue Electric Kettle,"• Double layer pot body can heat preservation, heat insulation and prevent burns
 • The steel cover can interval of water vapor in direct contact with plastic parts, reducing plastic taste
 • This bounce off the lid and plastic parts is whole, it make open lid and as so convenient
 • Large diameter filling water nozzle make do water injection is convenient and easy to clean
 • Multiple protection of temperature control can prevent dry, water and leakage, safety and effective touch in welding wire can remove loose insert inside and eliminate the fire hidden danger
 • Material: Plastic + Steel
 • Color: Blue
 • AC: 220-240V 50-60Hz; 1500W",Olsenmark OMK2282_Blue Electric Kettle,"kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2282_Pink,OMK2282,Olsenmark,Olsenmark OMK2282_Pink Electric Kettle,"• Double layer pot body can heat preservation, heat insulation and prevent burns
 • The steel cover can interval of water vapor in direct contact with plastic parts, reducing plastic taste
 • This bounce off the lid and plastic parts is whole, it make open lid and as so convenient
 • Large diameter filling water nozzle make do water injection is convenient and easy to clean
 • Multiple protection of temperature control can prevent dry, water and leakage, safety and effective touch in welding wire can remove loose insert inside and eliminate the fire hidden danger
 • Material: Plastic + Steel
 • Color: Pink
 • AC: 220-240V 50-60Hz; 1500W",Olsenmark OMK2282_Pink Electric Kettle,"kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2284,OMK2284,Olsenmark,"Olsenmark OMK2284 Electric Kettle, 1.7L","• Cordless and double wall
 • Capacity: 1.7L
 • Concealed heating element
 • Boil dry protection
 • Automatically turns off when water boils
 • Double wall with cool touch
 • Seamless welding, easy to clean
 • Power: 1850-2200W
 • Color: Orange + White
 • Material: PP + Stainless Steel
 • AC: 220-240V 50/60Hz","Olsenmark OMK2284 Electric Kettle, 1.7L","kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2292,OMK2292,Olsenmark,"Olsenmark OMK2292 Electric Kettle, 1.7L","• 360 Degree rotation kettle 
 • Max. capacity:1.7L 
 • with conceal Stainless steel heating element 
 • External water level indicator 
 • one removable and washable filter 
 • Indicator light 
 • Automatically cut-off while boiling 
 • Boil dry and overheat protection 
 • Power supply:220-240v 50/60Hz 1850W-2200W 
 • with Chinese controller 
 • With VDE cord and plug 
 • Color: White with pink; Material: PP","Olsenmark OMK2292 Electric Kettle, 1.7L","kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2312,OMK2312,Olsenmark,"Olsenmark OMK2312 Water Boiler, 15L","• 15L Capacity
 • 304 Stainless steel body
 • External water gauge
 • Corrosion resistant
 • Boil dry protection
 • Cool touch handles
 • Stainless steel lid and lock
 • Makes up to 100 cups
 • Indicator lights
 • Auto& resettable thermostat
 • Color: Stainless steel and black
 • Function: On/Off Heating Keep warm
 • AC: 220-240V 50/60Hz 1650W","Olsenmark OMK2312 Water Boiler, 15L","kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2316,OMK2316,Olsenmark,Olsenmark OMK2316 Stainless Steel Double Gas Burner,"• Stainless steel top panel
 • Save energy high efficiency cast iron golden burner
 • Durable cast iron
 • Heat resistant Enamel pan support
 • Automatic ignition (copper pin)
 • Enamelled water tray for easy cleaning",Olsenmark OMK2316 Stainless Steel Double Gas Burner,"Gas Cooker, Olsenmark Gas Cooker, Best Gas Cooker, Cooking, Cooker,Double Gas Burner, Gas Burner, Stainless Steel Double Gas Burner, Stainless Steel Gas Burner, Stainless Steel Gas Cooker",
OMK2317,OMK2317,Olsenmark,Olsenmark OMK2317 Tempered Glass Double Gas Burner,"• 720X380X7mm Tempered Glass Panel
 • 90+70, cast ironIndia Burner Cap
 • Cast iron Burner
 • Stainless Steel Drip Pan
 • FourFeet Positioning Enamel Grate
 • 0.36mm 201# Light S/S Bottom
 • Auto Ignition
 • Electroplate Iron Inlet Pipe
 • Light black knob",Olsenmark OMK2317 Tempered Glass Double Gas Burner,"Gas Cooker, Olsenmark Gas Cooker, Best Gas Cooker, Cooking, Cooker,Double Gas Burner, Gas Burner,Tempered Glass Double Gas Burner,Tempered Glass Gas Burner,Tempered Glass Double Gas Cooker,Tempered Glass Gas Cooker",
OMK2331,OMK2331,Olsenmark,Olsenmark OMK2331 Stainless Steel Double Gas Burner,"• Colored stainless steel panel
 • Automatic ignition with brass core
 • Electroplate pan support
 • Gas saving burner
 • Pure blue flame
 • 20% gas saving
 • ABS knobs",Olsenmark OMK2331 Stainless Steel Double Gas Burner,"Gas Cooker, Olsenmark Gas Cooker, Best Gas Cooker, Cooking, Cooker,Double Gas Burner, Gas Burner, Stainless Steel Double Gas Burner, Stainless Steel Gas Burner, Stainless Steel Gas Cooker",
OMK2332,OMK2332,Olsenmark,"Olsenmark OMK2332 Electric Kettle, 2.5 Litres","• 2.5 Liter Capacity 
 • 360 Degree Rotation Base
 • Concealed Heating Assembly;
 • Large Diameter, Easy Use And Clean,
 • Dry Boil & Overheating Protection;
 • Environmental Material, Low Noise;
 • AC: 220-240V~ 50/60Hz 1800W
 • Color: SILVER WITH BLACK 
 • Material: PP","Olsenmark OMK2332 Electric Kettle, 2.5 Litres","kettle, olsenmark kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
OMK2349,OMK2349,Olsenmark,Olsenmark OMK2349 Stainless Steel Double Gas Burner,"• Double burner gas cooker
 • Enamel pan support
 • Cast iron burner
 • Copper burner cap
 • Gas pipe with connector
 • High quality ignition 
 • Stainless steel body
 • With Safety device",Olsenmark OMK2349 Stainless Steel Double Gas Burner,"Gas Cooker, Olsenmark Gas Cooker, Best Gas Cooker, Cooking, Cooker,Double Gas Burner, Gas Burner, Stainless Steel Double Gas Burner, Stainless Steel Gas Burner, Stainless Steel Gas Cooker",
OMK2352,OMK2352,Olsenmark,Olsenmark OMK2352 Tempered Glass Double Gas Burner,"• 720x380x8mm tempered glass panel 
 • 90g+70g, Indian burner cap 
 • Cast iron burner 
 • 430# stainless steel drip pan 
 • 201# light Stainless steel bottom 
 • Auto ignition 
 • Electroplate iron inlet pipe 
 • Light black knob 
 • Enamel Heavy Pan Support",Olsenmark OMK2352 Tempered Glass Double Gas Burner,"Gas Cooker, Olsenmark Gas Cooker, Best Gas Cooker, Cooking, Cooker,Double Gas Burner, Gas Burner,Tempered Glass Double Gas Burner,Tempered Glass Gas Burner,Tempered Glass Double Gas Cooker,Tempered Glass Gas Cooker",
OMKS2305,OMKS2305,Olsenmark,Olsenmark OMKS2305 Digital Kitchen Scale,"• Equipped with high precision strain gauge sensor system 
 • ABS silver spraying housing 
 • With 2.4L PP Bowl 
 • Capacity: 5kg/11lb 
 • Division: 1g/0.1oz 
 • Unit conversion: g/oz/lb/kg 
 • LCD main digit size:15mm 
 • LCD display size: 47X17mm 
 • Auto-zero and auto-off 
 • Overload indication: OL 
 • Low battery power indication: Lo 
 • With Tare function 
 • Mechanical Key 
 • Auto off & manual off 
 • Power: 1 x CR2032 lithium battery",Olsenmark OMKS2305 Digital Kitchen Scale,"kitchen tools, kitchen acessory, measuring scale, weighing scale, Olsenmark kitchen scale, food scale, Digital Kitchen Scale, Best Digital Kitchen Scale",
OMKS2324,OMKS2324,Olsenmark,Olsenmark OMKS2324 Digital Kitchen Scale,"• High Precision Strain Gauge Sensors System 
 • 180 X 125 X 32mm Stainless Steel Body 
 • Stainless Steel Bowl 
 • Capacity And Accuracy: 5kg/1g、3kg/1g
 • Unit: G OzLb:Oz 
 • LCD Size: 60x20mm
 • Auto Off Function 
 • Tare Function
 • Low Battery Indication 
 • Power: 2*AAA 1.5V Battery 
 • Color: Stainless Steel
 • Material: Stainless Steel Body + Stainless Steel Bowl",Olsenmark OMKS2324 Digital Kitchen Scale,"kitchen tools, kitchen acessory, measuring scale, weighing scale, Olsenmark kitchen scale, food scale, Digital Kitchen Scale, Best Digital Kitchen Scale",
OMLB1267,OMLB1267,Olsenmark,Olsenmark OMLB1267 Led Lcd Tv Wall Mount Bracket,"• Suitable for 14""-42""
 • VESA compiance: 75*75mm, 100*100mm, 200*200mm
 • Load capacity: 35 KG 
 • Tilted angle: Up and Down 30°
 • Left and right 180°
 • Arm Length: 430mm",Olsenmark OMLB1267 Led Lcd Tv Wall Mount Bracket,"LCD/PLASMA/LED TV Wall Mount, Olsenmark LCD/PLASMA/LED TV Wall Mount, Olsenmark TV Wall Mount, TV Wall mount, Wall mount, Best LCD/PLASMA/LED TV Wall Mount, Best TV wall mount",
OMLB1268,OMLB1268,Olsenmark,Olsenmark OMLB1268 Led Lcd Tv Wall Mount Bracket,"• Suitable for 26""-55""
 • Fits most 26”-55” flat panel TV
 • VESA compiance: 200*200mm, 200*400mm, 300*300mm, 400*400mm
 • Load capacity: 100Lbs (50kg) 
 • Packing with water level and screws 
 • Color: Black
 • Material: Cold rolled steel",Olsenmark OMLB1268 Led Lcd Tv Wall Mount Bracket,"LCD/PLASMA/LED TV Wall Mount, Olsenmark LCD/PLASMA/LED TV Wall Mount, Olsenmark TV Wall Mount, TV Wall mount, Wall mount, Best LCD/PLASMA/LED TV Wall Mount, Best TV wall mount",
OMLB1269,OMLB1269,Olsenmark,Olsenmark OMLB1269 Led Lcd Tv Wall Mount Bracket,"• Suitable for 14""-42""
 • VESA compiance: 75*75mm, 100*100mm, 200*200mm
 • Load capacity: 35 KG 
 • Tilted angle: Up and Down 30°
 • Left and right 180°
 • Arm Length: 430mm",Olsenmark OMLB1269 Led Lcd Tv Wall Mount Bracket,"LCD/PLASMA/LED TV Wall Mount, Olsenmark LCD/PLASMA/LED TV Wall Mount, Olsenmark TV Wall Mount, TV Wall mount, Wall mount, Best LCD/PLASMA/LED TV Wall Mount, Best TV wall mount",
OMLS2289,OMLS2289,Olsenmark,Olsenmark OMLS2289 Digital Luggage Scale,"• Equipped with high precision strain gauge sensors system
 • Flash colors plastic acrylic platform
 • Low power indication
 • Over load indication
 • With temperature display
 • Manual on / Manual off/ Auto off
 • LCD size: 34x12mm
 • Capacity: 50KG/110LB
 • Division: 10g
 • Power: 1 x 3V CR2032 battery(included)
 • Product size: 144X32X23MM
 • With white stable band
 • Power: 1 *3V CR2032 Battery
 • Color: Orange and blue
 • Material: Plastic and PMMA",Olsenmark OMLS2289 Digital Luggage Scale,"weighing scale, personal scale, weight meauring scale, fitness scale, fitness tools, olsenmark scale, olsenmark personal scale",
OMLS3097,OMLS3097,Olsenmark,Olsenmark OMLS3097 Rechargeable Lady Epilator,"• Epilator/Roller /Shaver/Clipper
 • Remove unwanted hair from legs, face, underarms, bikini line and sensitive areas
 • Innovative device and customized rollers for easy use
 • Selectable two-speed operation
 • illuminating light for seeing hairs
 • Cord/cordless can be used anywhere and anytime
 • AC :240-100V,60/50Hz,0.2A
 • OUTPUT:3VDC,500mA",Olsenmark OMLS3097 Rechargeable Lady Epilator,"beauty product, olsenmark beauty product, health and beauty, beauty set,beauty tools, personal care, hair remover",
OMLS4033,OMLS4033,Olsenmark,Olsenmark OMLS4033 Rechargeable Lady Epilator,"• Includes five heads: Epilator head/Shaver head/Body massager head Body exfoliator brush head/Callous remover head 
 • Wet and Dry use 
 • Unique built-in light 
 • Two Speeds 
 • Rechargeable lithium battery 
 • Provides 90 minutes of cordless use after a quick 2 hours charging 
 • Accessories: adaptor, cleaning brush 
 • AC: 220-240V 50/60Hz 5W",Olsenmark OMLS4033 Rechargeable Lady Epilator,"beauty product, olsenmark beauty product, health and beauty, beauty set,beauty tools, personal care, hair remover,Rechargeable Lady Epilator, Olsenmark Epilator",
OMLS4044,OMLS4044,Olsenmark,Olsenmark OMLS4044 Rechargeable Epilator Lady Shaver,"• 30pcs tweezers
 • 2 speeds control
 • Faster and easy way to remove unwanted Hair from your leg and arms Removes even the nest hair from the root Lasting up to 4 times
 • On/off Switch
 • With charge indicator light
 • Battery: 2*600mA batteries
 • Accessories: Epilator head+bikini line attachment Shaver head, charging, brush, loofah sponge and pouch",Olsenmark OMLS4044 Rechargeable Epilator Lady Shaver,"beauty product, olsenmark beauty product, health and beauty, beauty set,beauty tools, personal care, hair remover",
OMLS4045,OMLS4045,Olsenmark,Olsenmark OMLS4045 Rechargeable Epilator Lady Shaver,"• 30pcs tweezers
 • 2 speeds control
 • Faster and easy way to remove unwanted Hair from your leg and arms Removes even the nest hair from the root Lasting up to 4 times
 • On/off Switch
 • With charge indicator light
 • Battery: 2*600mA batteries
 • Accessories: Epilator head bikini line attachment Shaver head, charging, brush",Olsenmark OMLS4045 Rechargeable Epilator Lady Shaver,"beauty product, olsenmark beauty product, health and beauty, beauty set,beauty tools, personal care, hair remover",
OMM4028,OMM4028,Olsenmark,Olsenmark OMM4028 Dual Head Massage Hammer,"• Massage hammer can eliminate the muscular tension and fatigue
 occurred by sports when your muscular feel fatigue and tension
 by sports. The comfortable and effective massage can
 helps relieve discomfort, and to rejuvenate you.
 • Double massage head to bring in deep beating massage with a
 vibration frequency of 3000 per minute for you to relieve tight muscles.
 • Two kinds of massage speed to choose to let you enjoy a
 more flexible way of massage.
 • Two sets different shapes of massage head to meet the needs of different
 parts of the use.
 • Two speed to control.
 • AC: 220-240V 50/60Hz 30W
 • Color: White with blue, red",Olsenmark OMM4028 Dual Head Massage Hammer,"Massager, hand massager, olsenmark massager, health and beauty, personal care,relaxing massager",
OMM4048,OMM4048,Olsenmark,Olsenmark OMM4048 Dual Head Massage Hammer,"• Massage hammer can eliminate the muscular tension and fatigue occurred by sports, when your muscular feel fatigue and tension by sports. The comfortable and effective massage can helps relieve discomfort, and to rejuvenate you.
 • Bring in deep beating massage with a vibration frequency of 3000 per minute for you to relieve tight muscles.
 • Speed+/speed- control to let you enjoy a more flexible way of massage.
 • 5 kind different shapes of massage head to meet the needs of different parts of the use.
 • Power: 25 W
 • Color: Black with gold
 • Material: ABS
 • AC: 220-240V 50/60Hz",Olsenmark OMM4048 Dual Head Massage Hammer,"Massager, hand massager, olsenmark massager, health and beauty, personal care,relaxing massager",
OMM4049,OMM4049,Olsenmark,Olsenmark OMM4049 Dual Head Power Massage Hammer,"• Massage hammer can eliminate the muscular tension and fatigue occurred by sports, when your muscular feel fatigue and tension by sports. The comfortable and effective massage can helps relieve discomfort, and to rejuvenate you.
 • Double massage head to bring in deep beating massage with a vibration frequency of 3000 per minute for you to relieve tight muscles.
 • Speed+/speed- control to let you enjoy a more flexible way of massage.
 • 5 sets different shapes of massage head to meet the needs of different parts of the use.
 • Power: 25 W
 • Color: Black
 • Material: ABS
 • AC: 220-240V 50/60Hz",Olsenmark OMM4049 Dual Head Power Massage Hammer,"Massager, hand massager, olsenmark massager, health and beauty, personal care,relaxing massager",
OMMG2110,OMMG2110,Olsenmark,"Olsenmark OMMG2110 Meat Grinder, 1200W","• Powerful motor
 • Coasre,medium and fine mincing cutting plates
 • High quality stainless knife
 • Rubber feet prevent from moving and sliding
 • Easy to remove grinder cap
 • Easy cleaning
 • AC 220-240V, 50/60Hz 1200W MAX","Olsenmark OMMG2110 Meat Grinder, 1200W","Meat grinder, meat grinder, Olsenmark grinder, kitchen tools, kitchen aceessory, grinder, Olsenmark meat grinder",
OMMG2309,OMMG2309,Olsenmark,"Olsenmark OMMG2309 Meat Grinder, 1800W","• Stainless Steel housing
 • Reverse function
 • Low Noise, Plastic housing
 • Capacity 1Kg/min
 • Stainless steel blade
 • Full copper motor
 • Attachment: Sausage accessory, Kubbe accessory, Food pusher
 • Detachable aluminum die-cast parts for easy cleaning
 • Removable metal food tray
 • Exchangeable 3 metal cutting plate: 3mm, 5mm, 7mm
 • AC 220-240V, 50/60Hz 1800W MAX","Olsenmark OMMG2309 Meat Grinder, 1800W","Meat grinder, meat grinder, Olsenmark grinder, kitchen tools, kitchen aceessory, grinder, Olsenmark meat grinder",
OMMO2260-22,OMMO2260-22,Olsenmark,Olsenmark OMMO2260-22 Microwave Oven,"• Multiple Power Levels
 • Multiple Stages Of Cooking
 • Speed & Weight Defrost
 • Turn able Tray
 • Cooking End Signal
 • Cooking Timer
 • AC: 230V —50Hz; 1200W
 • Output Power: 700W
 • Color: White
 • Material: Steel",Olsenmark OMMO2260-22 Microwave Oven,"oven, olsenmark oven, cooking oven, microwave oven, food warmer, kitchen appliances, ovn, Best Oven, Olsenmark Microwave Oven",
OMMO2261-25,OMMO2261-25,Olsenmark,Olsenmark OMMO2261-25 Digital Microwave Oven with Grill,"• Multiple power levels
 • Multiple stages of cooking
 • Speed & weight defrost
 • Turn able tray
 • Cooking end signal
 • Cooking timer
 • AC: 230V —50Hz; 1400W
 • Output Power: 900W
 • Color: White
 • Material: Steel",Olsenmark OMMO2261-25 Digital Microwave Oven with Grill,"oven, olsenmark oven, cooking oven, microwave oven, food warmer, kitchen appliances, ovn, Best Oven, Olsenmark Microwave Oven",
OMMO2343,OMMO2343,Olsenmark,"Olsenmark OMMO2343 Microwave Oven, 22 Litre","• Multiple power levels
 • Express cooking
 • End cooking signal
 • Speed and weight defrost
 • Glass turntable tray
 • Cooking timer
 • AC:230-240V 50Hz 700W
 • Color: Silver with black 
 • Material: Glass and SPCC","Olsenmark OMMO2343 Microwave Oven, 22 Litre","oven, olsenmark oven, cooking oven, microwave oven, food warmer, kitchen appliances, ovn, Best Oven, Olsenmark Microwave Oven",
OMMO2344,OMMO2344,Olsenmark,"Olsenmark OMMO2344 Microwave Oven, 30 Litre","• Multiple power levels
 • Express cooking
 • End cooking signal
 • Speed and weight defrost
 • Glass turntable tray
 • Digital timer
 • Child safety lock
 • Grill function
 • AC:230-240V 50Hz 900W 
 • Color: Silver with black 
 • Material: Glass and SPCC","Olsenmark OMMO2344 Microwave Oven, 30 Litre","oven, olsenmark oven, cooking oven, microwave oven, food warmer, kitchen appliances, ovn, Best Oven, Olsenmark Microwave Oven",
OMMP1215,OMMP1215,Olsenmark,Olsenmark OMMP1215 Professional Dynamic Microphone,"• Type : Dynamic Microphone
 • Echo microphone
 • Sharp sensitivity
 • High quality sound & low noise
 • 5.0 x 5.6M cable included
 • Body: Metal",Olsenmark OMMP1215 Professional Dynamic Microphone,"music instrument, studio equipment, microphone, acessory, accessory, microphn",
OMMP1240,OMMP1240,Olsenmark,Olsenmark OMMP1240 Wireless Microphone,"• Using VHF 200 260MHz frequency to avoid the interference 
 • Using multilevel high frequency and middle frequency narrowband filter so as to dispel any possible interference signals 
 • All using quartz crystal oscillation circuit and installation technique, so the frequency is very steady",Olsenmark OMMP1240 Wireless Microphone,"music instrument, studio equipment, microphone, acessory, accessory, microphn",
OMMS1111,OMMS1111,Olsenmark,Olsenmark OMMS1111 Karaoke Professional System,"• 2.0CH professional Speaker
 • Main volume, bass, treble, mic, volume separately control
 • Multi-Color disco light
 • USB/SD function, can play MP3 songs freely 
 • FM Radio
 • Wire microphone
 • Karaoke function, 2 mic socket input
 • Frequency response: 40Hz-20 KHz
 • Impedance: 4 Ohms
 • Power: AC220-240V 50/60Hz",Olsenmark OMMS1111 Karaoke Professional System,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1117,OMMS1117,Olsenmark,Olsenmark OMMS1117 2.1 CH Home Theater System,"• FM radio/ USB/SD
 • Remote & Button control
 • LED indicator light
 • Subwoofer: 5.25"" 4 ohm
 • Speaker: 3"" 4 ohm
 • Dimension: Sub-woofer: (MM)W170xH310xD285
 • Satellite: (MM) W95xH340xD95
 • AC: 220-240V; 50/60Hz",Olsenmark OMMS1117 2.1 CH Home Theater System,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1125,OMMS1125,Olsenmark,Olsenmark OMMS1125 2.0ch Professional Speaker System,"• Main volume, bass, treble, mic, -volume separately control
 • USB/SD function, can play Mp3 songs freely
 • FM radio
 • Wire microphone
 • Karaoke function, 2mic socket input
 • Drivers: (8"" + tweeterx2)x2
 • Frequency response: 40Hz-20KHz
 • Impedance: 40hms
 • Distortion: CO. 5% • S/N: % 85dB
 • Power: AC220-240V 50/60Hz
 • QTY. : 1set/1ctn
 • N. W.: 14.3KG
 • G. W.: 15.5KG
 • SIZE : 470X325X520",Olsenmark OMMS1125 2.0ch Professional Speaker System,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1130,OMMS1130,Olsenmark,Olsenmark OMMS1130Portable Mini USB/ SD Card Speaker,"• Play MP3 format music from MMC/SD card U disk.
 • Connect 3.5mm stereo audio cable to speaker socket"" AUX IN"",can enjoy the music from Mobile phone,MP3,MP4,PC,IPOD and other audio devices
 • FM Radio
 • Karaoke Function
 • One 5m wired microphone
 • Speaker driver:4""+2""*2
 • Frequency response:100HZ-20Khz
 • SNR :80db
 • Distortion:51%
 • Battery capacity :1200MAH
 • Power adaptor input AC :220-240V 50/60Hz output DC : 5V 1000mAh",Olsenmark OMMS1130Portable Mini USB/ SD Card Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1140,OMMS1140,Olsenmark,Olsenmark OMMS1140 2.0CH Professional Speaker System,"• 2.0CH professional speaker 
 •Main volume, bass, treble, echo, mic,volume separately control 
 •With karaoke function, 2 mic socket input 
 •With 1 pc wireless microphone 
 •With USB/SD function 
 •With FM radio 
 •With remote control 
 •With multi-color LED light
 •Output power: 100W x2 
 • Drivers: (10"" x2 + tweeter x2) x2 
 • Frequency Response: 40Hz-20KHz 
 • Impedance: 40hms 
 • Distortion: .0.5% 
 • S/N: 5dB L speaker(satellite speaker) 
 • QTY: 1PC/CTN 
 • N.W.: 14.3kg 
 • G.W.: 15.9kg 
 • Size: 385x385x960mm",Olsenmark OMMS1140 2.0CH Professional Speaker System,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1148,OMMS1148,Olsenmark,Olsenmark OMMS1148 Professional Speaker,"• Driver:( 6.5inch x 1 tweeter 3 x 3
 • Weight: 7.5 Kg
 • Subwoofer speaker size: 205 x 364 x 3 
 • Volume, Bass, Treble, Echo, Mic-Volume seperately Controlled
 • USB/SD Function can play MP3 song
 • W-830C 6.5″ SUBWOOFER",Olsenmark OMMS1148 Professional Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1152,OMMS1152,Olsenmark,Olsenmark OMMS1152 Portable Speaker System,"• Rechargeable speaker system
 • Can play MP3 format music from MMC/SD Card
 • 3.5mm stereo audio cable can be connected to speaker. 
 • AUX ""LINE IN, can enjoy music from mobile phone, MP3, MP4, PC, IPOD and other audio devices
 • FM Radio 
 • Record & Karaoke Function
 • ABS/MDF Material
 • RGB lighting
 • AC:220- 240V 50/60Hz 20W",Olsenmark OMMS1152 Portable Speaker System,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1153,OMMS1153,Olsenmark,Olsenmark OMMS1153 Portable Speaker System,"• Rechargeable speaker system
 • Can play MP3 format music from MMC/SD Card
 • 3.5mm stereo audio cable can be connected to speaker
 • AUX LINE IN, can enjoy music from mobile phone, MP3, MP4, PC, IPOD and other audio devices. 
 • Remote Control
 • Record & Karaoke Function
 • ABS/MDF Material
 • RGB lighting 
 • AC:220-240V 50/60Hz 20W",Olsenmark OMMS1153 Portable Speaker System,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1156,OMMS1156,Olsenmark,Olsenmark OMMS1156 5.1 CH Multimedia Speaker,"• USB/SD/FM/Remote control/Bluetooth/Karaoke/Disco light
 • Support mp3 format
 • Subwoofer speaker unit: 8inch
 • Satellite speaker unit: 3 inch x 5
 • Output: 18W*5
 • AC: 220-240V 50/60Hz 100W",Olsenmark OMMS1156 5.1 CH Multimedia Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
OMMS1157,OMMS1157,Olsenmark,Olsenmark OMMS1157 2.1 CH Multimedia Speaker,"• Function : SD card/ USB/ Remote/ FM radio/ Bluetooth/ Karaoke/ Disco light
 • Weight: 7.5 Kg
 • Subwoofer speaker size: 8 Inch
 • Satellite speaker size: 3 Inch
 • Power: 136W
 • Output: 18W*2
 • AC: 220V-240V 50/60Hz",Olsenmark OMMS1157 2.1 CH Multimedia Speaker,"Speaker, home theater, olsenmark speaker, best quality speaker, music accessories, olsenmark home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
